hebrew,transliteration,root,pos,gender,verb_group,pattern,number,other_descriptors,translation,pos_raw,entry_url,page
פְּלַסְטֶלִינָה,plastelina,-,Noun,,,,,,"plasticine, clay",Noun,https://www.pealim.com/dict/8066-plastelina/,432
לְהִתְפַּלְסֵף,lehitpalsef,פ - ל - ס - ף,Verb,,hitpa'el,,,,to philosophize,Verb – hitpa'el,https://www.pealim.com/dict/6075-lehitpalsef/,432
פִּלְפֵּל,pilpel,-,Noun,masculine,,,,,🌶️ pepper,Noun – masculine,https://www.pealim.com/dict/7970-pilpel/,432
לְפַלְפֵּל,lefalpel,פ - ל - פ - ל,Verb,,pi'el,,,,to pepper; to discuss at length,Verb – pi'el,https://www.pealim.com/dict/2476-lefalpel/,432
לְהִתְפַּלְפֵּל,lehitpalpel,פ - ל - פ - ל,Verb,,hitpa'el,,,,"to quibble, to debate at length, to split hairs",Verb – hitpa'el,https://www.pealim.com/dict/6359-lehitpalpel/,432
פִּילְפֵּל,pilpel,פ - ל - פ - ל,Noun,masculine,,kittel,,,pepper,"Noun – kittel pattern, masculine",https://www.pealim.com/dict/7190-pilpel/,432
לְהַפְלִיץ,lehaflitz,פ - ל - ץ,Verb,,hif'il,,,,to fart,Verb – hif'il,https://www.pealim.com/dict/3045-lehaflitz/,432
מִפְלֶצֶת,mifletzet,פ - ל - ץ,Noun,feminine,,miktelet,,,monster,"Noun – miktelet pattern, feminine",https://www.pealim.com/dict/3520-mifletzet/,432
לְהִתְפַּלֵּץ,lehitpaletz,פ - ל - ץ,Verb,,hitpa'el,,,,"to be terrified, to be shocked, to be horrified",Verb – hitpa'el,https://www.pealim.com/dict/7541-lehitpaletz/,432
פַלְצָן,faltzan,פ - ל - ץ,Noun,masculine,,,,,"conceited person, arrogant person, someone who is full of himself (slang)",Noun – masculine,https://www.pealim.com/dict/8555-faltzan/,432
לִפְלַרְטֵט,liflartet,פ - ל - ר - ט - ט,Verb,,pi'el,,,,to flirt with someone (עם),Verb – pi'el,https://www.pealim.com/dict/6004-liflartet/,432
לִפְלוֹשׁ,liflosh,פ - ל - שׁ,Verb,,pa'al,,,,"to invade, to break into",Verb – pa'al,https://www.pealim.com/dict/1639-liflosh/,432
לְהִתְפַּלֵּשׁ,lehitpalesh,פ - ל - שׁ,Verb,,hitpa'el,,,,"to wallow, to roll around",Verb – hitpa'el,https://www.pealim.com/dict/4048-lehitpalesh/,432
פּוֹלְשָׁנִי,polshani,פ - ל - שׁ,Adjective,,,,,,invasive (medicine),Adjective,https://www.pealim.com/dict/8627-polshani/,432
פּוֹלֵשׁ,polesh,פ - ל - שׁ,Noun,masculine,,kotel,,,"invader; intruder, trespasser","Noun – kotel pattern, masculine",https://www.pealim.com/dict/8626-polesh/,433
פְּלִישָׁה,plisha,פ - ל - שׁ,Noun,feminine,,ktila,,,"invasion, incursion","Noun – ktila pattern, feminine",https://www.pealim.com/dict/7186-plisha/,433
פָּמוֹט,pamot,פ - מ - ט,Noun,masculine,,katol,,,candlestick,"Noun – katol pattern, masculine",https://www.pealim.com/dict/3464-pamot/,433
פָּמַלְיָה,pamalya,-,Noun,feminine,,,,,entourage,Noun – feminine,https://www.pealim.com/dict/7786-pamalya/,433
לְפַמְפֵּם,lefampem,פ - מ - פ - ם,Verb,,pi'el,,,,to hum (a tune),Verb – pi'el,https://www.pealim.com/dict/2544-lefampem/,433
פֶּן,pen,-,Conjunction,,,,,,lest (lit.),Conjunction,https://www.pealim.com/dict/5822-pen/,433
פָּן,pan,-,Noun,masculine,,,,,"aspect, side",Noun – masculine,https://www.pealim.com/dict/4725-pan/,433
פֶּנְדֶּל,pendel,-,Noun,masculine,,,,,penalty kick (soccer),Noun – masculine,https://www.pealim.com/dict/6837-pendel/,433
מְפוּנְטָז,mefuntaz,פ - נ - ט - ז,Adjective,,,mekuttal,,,imaginary (slang),Adjective – mekuttal pattern,https://www.pealim.com/dict/5614-mefuntaz/,433
לְפַנְטֵז,lefantez,פ - נ - ט - ז,Verb,,pi'el,,,,to fantasize (slang),Verb – pi'el,https://www.pealim.com/dict/5613-lefantez/,433
פְּנִייָּה,pniya,פ - נ - ה,Noun,feminine,,ktila,,,"turn; application, petition","Noun – ktila pattern, feminine",https://www.pealim.com/dict/6687-pniya/,433
פְּנִיָּה,pniya,פ - נ - ה,Noun,feminine,,ktila,,,"turn; petition, application","Noun – ktila pattern, feminine",https://www.pealim.com/dict/5037-pniya/,433
פִּינּוּי,pinuy,פ - נ - ה,Noun,masculine,,kittul,,,"evacuation, cleaning","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4750-pinuy/,433
לִפְנוֹת,lifnot,פ - נ - ה,Verb,,pa'al,,,,"to turn, to face, to speak to (ל-)",Verb – pa'al,https://www.pealim.com/dict/1640-lifnot/,433
לְהִיפָּנוֹת,lehipanot,פ - נ - ה,Verb,,nif'al,,,,"to turn around, to turn aside",Verb – nif'al,https://www.pealim.com/dict/1641-lehipanot/,433
פָּנוּי,panuy,פ - נ - ה,Adjective,,,katul,,,"vacant, open, unoccupied; free (time)",Adjective – katul pattern,https://www.pealim.com/dict/4408-panuy/,434
פִּינָה,pina,פ - נ - ה,Noun,,,,,,corner; column (journalism),Noun,https://www.pealim.com/dict/7478-pina/,434
לְפַנּוֹת,lefanot,פ - נ - ה,Verb,,pi'el,,,,"to clear off, to clean off; to evacuate (someone)",Verb – pi'el,https://www.pealim.com/dict/1642-lefanot/,434
לְהַפְנוֹת,lehafnot,פ - נ - ה,Verb,,hif'il,,,,to direct; to refer someone,Verb – hif'il,https://www.pealim.com/dict/1643-lehafnot/,434
לְהִתְפַּנּוֹת,lehitpanot,פ - נ - ה,Verb,,hitpa'el,,,,"to evacuate; to open up, to become free; to go to the toilet",Verb – hitpa'el,https://www.pealim.com/dict/1644-lehitpanot/,434
פְּנַאי,pnay,פ - נ - ה,Noun,masculine,,ktal,,,"leisure, recreation","Noun – ktal pattern, masculine",https://www.pealim.com/dict/6151-pnay/,434
תַּפְנִית,tafnit,פ - נ - ה,Noun,feminine,,taktit,,,"twist, turnaround","Noun – taktit pattern, feminine",https://www.pealim.com/dict/9182-tafnit/,434
מִפְנֶה,mifne,פ - נ - ה,Noun,masculine,,miktal,,,"turning point, change","Noun – miktal pattern, masculine",https://www.pealim.com/dict/7305-mifne/,434
פָּנִים,panim,-,Noun,feminine,,,plural,,face; surface,"Noun – feminine, plural",https://www.pealim.com/dict/6011-panim/,434
פְּנִים,pnim,פ - נ - ם,Noun,masculine,,ktil,,,"interior, inside","Noun – ktil pattern, masculine",https://www.pealim.com/dict/3372-pnim/,434
פְּנִימִי,pnimi,פ - נ - ם,Adjective,,,ktili,,,interior,Adjective – ktili pattern,https://www.pealim.com/dict/3371-pnimi/,434
לְהַפְנִים,lehafnim,פ - נ - ם,Verb,,hif'il,,,,"to absorb, to assimilate (information); to internalise (feelings)",Verb – hif'il,https://www.pealim.com/dict/3370-lehafnim/,434
פְּנִים,pnim,פ - נ - ם,Noun,masculine,,ktil,,,"interior, inside","Noun – ktil pattern, masculine",https://www.pealim.com/dict/6290-pnim/,434
פְּנִימָה,pnima,פ - נ - ם,Adverb,,,,,,inside,Adverb,https://www.pealim.com/dict/6291-pnima/,434
פְּנִינָה,pnina,פ - נ - ן,Noun,feminine,,,,,pearl,Noun – feminine,https://www.pealim.com/dict/6420-pnina/,434
פָּנָס,panas,-,Noun,masculine,,,,,"lamp, flashlight, torch",Noun – masculine,https://www.pealim.com/dict/4586-panas/,435
פִּינּוּק,pinuk,פ - נ - ק,Noun,masculine,,kittul,,,"indulgence; pampering, spoiling, coddling","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6800-pinuk/,435
לְהִתְפַּנֵּק,lehitpanek,פ - נ - ק,Verb,,hitpa'el,,,,to indulge oneself,Verb – hitpa'el,https://www.pealim.com/dict/1646-lehitpanek/,435
לְפַנֵּק,lefanek,פ - נ - ק,Verb,,pi'el,,,,"to pamper, to spoil someone",Verb – pi'el,https://www.pealim.com/dict/1645-lefanek/,435
פִּנְקָס,pinkas,-,Noun,masculine,,,,,"notepad, small notebook; registry; ledger, accounts book",Noun – masculine,https://www.pealim.com/dict/6361-pinkas/,435
פִּסְגָּה,pisga,פ - ס - ג,Noun,feminine,,kitla,,,"peak, top, summit","Noun – kitla pattern, feminine",https://www.pealim.com/dict/3817-pisga/,435
הֶפְסֵד,hefsed,פ - ס - ד,Noun,masculine,,hektel,,,"loss, damages","Noun – hektel pattern, masculine",https://www.pealim.com/dict/2936-hefsed/,435
נִפְסָד,nifsad,פ - ס - ד,Adjective,,,niktal,,,"unfit, faulty (lit.); indecent (lit.)",Adjective – niktal pattern,https://www.pealim.com/dict/4572-nifsad/,435
לְהַפְסִיד,lehafsid,פ - ס - ד,Verb,,hif'il,,,,"to lose (a game, money)",Verb – hif'il,https://www.pealim.com/dict/1647-lehafsid/,435
לִפְסוֹחַ,lifsoach,פ - ס - ח,Verb,,pa'al,,,,"to skip, to pass over (על)",Verb – pa'al,https://www.pealim.com/dict/1648-lifsoach/,435
פֶּסַח,pesach,פ - ס - ח,Noun,masculine,,ketel,,,Passover (jewish holiday),"Noun – ketel pattern, masculine",https://www.pealim.com/dict/8833-pesach/,435
לְהִיפָּסֵחַ,lehipaseach,פ - ס - ח,Verb,,nif'al,,,,"to be skipped, passed over (על)",Verb – nif'al,https://www.pealim.com/dict/1649-lehipaseach/,435
פַּסְטָה,pasta,-,Noun,feminine,,,,,"🍝 pasta, noodles",Noun – feminine,https://www.pealim.com/dict/7853-pasta/,435
מְפוּסְטָר,mefustar,פ - ס - ט - ר,Adjective,,,mekuttal,,,pasteurized,Adjective – mekuttal pattern,https://www.pealim.com/dict/7925-mefustar/,435
לְפַסְטֵר,lefaster,פ - ס - ט - ר,Verb,,pi'el,,,,to pasteurize,Verb – pi'el,https://www.pealim.com/dict/7924-lefaster/,435
פְּסִיכוֹלוֹגְיָה,psichologya,-,Noun,feminine,,,,,psychology,Noun – feminine,https://www.pealim.com/dict/5222-psichologya/,436
פֶּסִימִי,pesimi,-,Adjective,,,,,,pessimistic,Adjective,https://www.pealim.com/dict/7986-pesimi/,436
פֶּסִימִיּוּת,pesimiyut,-,Noun,feminine,,,,,pessimism,Noun – feminine,https://www.pealim.com/dict/7995-pesimiyut/,436
פְּסֵיפָס,psefas,-,Noun,,,,,,mosaic,Noun,https://www.pealim.com/dict/8208-psefas/,436
פִּיסּוּל,pisul,פ - ס - ל,Noun,masculine,,kittul,,,"sculpting, sculpture","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6450-pisul/,436
פֶּסֶל,pesel,פ - ס - ל,Noun,masculine,,ketel,,,"statue, sculpture; idol","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6085-pesel/,436
פְּסוֹלֶת,psolet,פ - ס - ל,Noun,feminine,,ktolet,,,"waste, garbage, rubbish","Noun – ktolet pattern, feminine",https://www.pealim.com/dict/3264-psolet/,436
מַפְסֶלֶת,mafselet,פ - ס - ל,Noun,feminine,,maktelet,,,"chisel, sculpting tool","Noun – maktelet pattern, feminine",https://www.pealim.com/dict/3283-mafselet/,436
פַּסָּל,pasal,פ - ס - ל,Noun,masculine,,kattal,,,sculptor,"Noun – kattal pattern, masculine",https://www.pealim.com/dict/3357-pasal/,436
פָּסוּל,pasul,פ - ס - ל,Adjective,,,katul,,,invalid; inappropriate,Adjective – katul pattern,https://www.pealim.com/dict/2681-pasul/,436
לְפַסֵּל,lefasel,פ - ס - ל,Verb,,pi'el,,,,"to sculpt, to carve",Verb – pi'el,https://www.pealim.com/dict/1651-lefasel/,436
לְהִיפָּסֵל,lehipasel,פ - ס - ל,Verb,,nif'al,,,,to be disqualified; to be cancelled,Verb – nif'al,https://www.pealim.com/dict/1652-lehipasel/,436
לִפְסוֹל,lifsol,פ - ס - ל,Verb,,pa'al,,,,"to reject, to disqualify",Verb – pa'al,https://www.pealim.com/dict/1650-lifsol/,436
פְּסַנְתֵּר,psanter,-,Noun,masculine,,,,,piano,Noun – masculine,https://www.pealim.com/dict/5752-psanter/,436
פַּס,pas,פ - ס - ס,Noun,masculine,,kal,,,"band, ribbon, stripe","Noun – kal pattern, masculine",https://www.pealim.com/dict/3884-pas/,436
פַּס,pas,פ - ס - ס,Verb,,pa'al,,,,"to cease to exist, to be over (lit.)",Verb – pa'al,https://www.pealim.com/dict/7501-pas/,437
לִפְסוֹעַ,lifsoa,פ - ס - ע,Verb,,pa'al,,,,"to step, to pace",Verb – pa'al,https://www.pealim.com/dict/1653-lifsoa/,437
פְּסִיעָה,psi'a,פ - ס - ע,Noun,feminine,,ktila,,,"stride, footstep","Noun – ktila pattern, feminine",https://www.pealim.com/dict/6489-psia/,437
פִיסְפוּס,fisfus,פ - ס - פ - ס,Noun,masculine,,kittul,,,"miss, loss (coll.)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/8257-fisfus/,437
לְפַסְפֵס,lefasfes,פ - ס - פ - ס,Verb,,pi'el,,,,"to miss (a shot, an opportunity) (coll.)",Verb – pi'el,https://www.pealim.com/dict/1654-lefasfes/,437
לְהִתְפַסְפֵס,lehitfasfes,פ - ס - פ - ס,Verb,,hitpa'el,,,,"to be missed (an opportunity, etc.), to fall through the cracks (slang)",Verb – hitpa'el,https://www.pealim.com/dict/5927-lehitfasfes/,437
הַפְסָקָה,hafsaka,פ - ס - ק,Noun,feminine,,haktala,,,"break, pause; stopping, cessation","Noun – haktala pattern, feminine",https://www.pealim.com/dict/2898-hafsaka/,437
הֶפְסֵק,hefsek,פ - ס - ק,Noun,masculine,,hektel,,,"break, rest; pause (Biblical Hebrew grammar)","Noun – hektel pattern, masculine",https://www.pealim.com/dict/3512-hefsek/,437
פְּסִיק,psik,פ - ס - ק,Noun,masculine,,ktil,,,comma,"Noun – ktil pattern, masculine",https://www.pealim.com/dict/4460-psik/,437
פְּסָק,psak,פ - ס - ק,Noun,masculine,,ktal,,,"verdict, decision","Noun – ktal pattern, masculine",https://www.pealim.com/dict/4461-psak/,437
פֶּסֶק,pesek,פ - ס - ק,Noun,masculine,,ketel,,,"break, interval","Noun – ketel pattern, masculine",https://www.pealim.com/dict/4462-pesek/,437
מַפְסֵק,mafsek,פ - ס - ק,Noun,masculine,,maktel,,,switch (on / off),"Noun – maktel pattern, masculine",https://www.pealim.com/dict/4801-mafsek/,437
מַפְסִיק,mafsik,פ - ס - ק,Adjective,,,maktil,,,"stopping, terminating",Adjective – maktil pattern,https://www.pealim.com/dict/4879-mafsik/,437
פָּסוּק,pasuk,פ - ס - ק,Noun,masculine,,katul,,,"sentence, phrase (syntax); verse (biblical)","Noun – katul pattern, masculine",https://www.pealim.com/dict/7834-pasuk/,437
לְהִיפָּסֵק,lehipasek,פ - ס - ק,Verb,,nif'al,,,,"to be stopped, to cease; to be ruled, to be decided",Verb – nif'al,https://www.pealim.com/dict/1656-lehipasek/,437
לְהַפְסִיק,lehafsik,פ - ס - ק,Verb,,hif'il,,,,"to stop, to discontinue, to interrupt",Verb – hif'il,https://www.pealim.com/dict/1657-lehafsik/,438
לִפְסוֹק,lifsok,פ - ס - ק,Verb,,pa'al,,,,"to cease, to stop; to take a decision",Verb – pa'al,https://www.pealim.com/dict/1655-lifsok/,438
פִּסְקָה,piska,פ - ס - ק,Noun,feminine,,kitla,,,"section, paragraph","Noun – kitla pattern, feminine",https://www.pealim.com/dict/5955-piska/,438
פָּעוֹט,pa'ot,פ - ע - ט,Noun,masculine,,katol,,,"toddler, baby","Noun – katol pattern, masculine",https://www.pealim.com/dict/3465-paot/,438
לִפְעוֹת,lif'ot,פ - ע - ה,Verb,,pa'al,,,,to bleat (of sheep),Verb – pa'al,https://www.pealim.com/dict/2633-lifot/,438
הִתְפַּעֲלוּת,hitpa'alut,פ - ע - ל,Noun,feminine,,hitkattlut,,,"excitement, enthusiasm","Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/7678-hitpaalut/,438
פְּעִילוּת,pe'ilut,פ - ע - ל,Noun,feminine,,,,,activity,Noun – feminine,https://www.pealim.com/dict/5300-peilut/,438
לִפְעוֹל,lif'ol,פ - ע - ל,Verb,,pa'al,,,,"to act, to operate, to do, to work",Verb – pa'al,https://www.pealim.com/dict/1658-lifol/,438
פּוֹעַל,po'al,פ - ע - ל,Noun,masculine,,kotel,,,"verb (grammar); activity, achievement","Noun – kotel pattern, masculine",https://www.pealim.com/dict/2660-poal/,438
פְּעוּלָּה,pe'ula,פ - ע - ל,Noun,feminine,,ktulla,,,"action, operation","Noun – ktulla pattern, feminine",https://www.pealim.com/dict/6026-peula/,438
פָּעִיל,pa'il,פ - ע - ל,Adjective,,,katil,,,"active, enthusiastic",Adjective – katil pattern,https://www.pealim.com/dict/6102-pail/,438
מִפְעָל,mif'al,פ - ע - ל,Noun,masculine,,miktal,,,"enterprise, project; plant, factory","Noun – miktal pattern, masculine",https://www.pealim.com/dict/3164-mifal/,438
פְּעַלְתָּן,pe'altan,פ - ע - ל,Adjective,,,ktaltan,,,"active, energetic",Adjective – ktaltan pattern,https://www.pealim.com/dict/3458-pealtan/,438
פּוֹעֵל,po'el,פ - ע - ל,Noun,masculine,,kotel,,,worker,"Noun – kotel pattern, masculine",https://www.pealim.com/dict/3800-poel/,438
פָּעִיל,pa'il,פ - ע - ל,Noun,masculine,,katil,,,activist,"Noun – katil pattern, masculine",https://www.pealim.com/dict/3144-pail/,438
לְהַפְעִיל,lehaf'il,פ - ע - ל,Verb,,hif'il,,,,"to turn on (a machine), to activate; to encourage",Verb – hif'il,https://www.pealim.com/dict/1659-lehafil/,439
לְהִתְפַּעֵל,lehitpa'el,פ - ע - ל,Verb,,hitpa'el,,,,"to be impressed, to be excited",Verb – hitpa'el,https://www.pealim.com/dict/1660-lehitpael/,439
לְהִתְפַּעֵם,lehitpa'em,פ - ע - ם,Verb,,hitpa'el,,,,to be excited (emotionally),Verb – hitpa'el,https://www.pealim.com/dict/5912-lehitpaem/,439
פַּעֲמוֹן,pa'amon,פ - ע - ם,Noun,masculine,,kitlon,,,bell,"Noun – kitlon pattern, masculine",https://www.pealim.com/dict/5886-paamon/,439
לִפְעוֹם,lif'om,פ - ע - ם,Verb,,pa'al,,,,"to beat, to pulse, to throb",Verb – pa'al,https://www.pealim.com/dict/1661-lifom/,439
לְהַפְעִים,lehaf'im,פ - ע - ם,Verb,,hif'il,,,,"to excite, to agitate (lit.)",Verb – hif'il,https://www.pealim.com/dict/5835-lehafim/,439
פַּעַם,pa'am,פ - ע - ם,Noun,feminine,,ketel,,,"time (occasion), time round; once (when used as an adverb)","Noun – ketel pattern, feminine",https://www.pealim.com/dict/6082-paam/,439
פַּעְמַייִם,pa'amayim,פ - ע - ם,Adverb,,,,,,"twice, two times",Adverb,https://www.pealim.com/dict/7515-paamayim/,439
פְּעִימָה,pe'ima,פ - ע - ם,Noun,feminine,,ktila,,,"heartbeat; beat; stroke (technology, engineering)","Noun – ktila pattern, feminine",https://www.pealim.com/dict/8872-peima/,439
לְהִיפָּעֵם,lehipa'em,פ - ע - ם,Verb,,nif'al,,,,"to be excited, to be thrilled",Verb – nif'al,https://www.pealim.com/dict/1662-lehipaem/,439
לְפַעֵם,lefa'em,פ - ע - ם,Verb,,pi'el,,,,"to surge (feeling, emotion)",Verb – pi'el,https://www.pealim.com/dict/5672-lefaem/,439
לְפַעְנֵחַ,lefa'aneach,פ - ע - נ - ח,Verb,,pi'el,,,,"to decipher, to solve, to figure out",Verb – pi'el,https://www.pealim.com/dict/1663-lefaaneach/,439
פִּיעְנוּחַ,pi'anuach,פ - ע - נ - ח,Noun,masculine,,kittul,,,"deciphering, decryption, decoding, solving","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7455-pianuach/,439
לְהִתְפַּעְנֵחַ,lehitpa'aneach,פ - ע - נ - ח,Verb,,hitpa'el,,,,"to be deciphered, to be solved (a riddle, problem)",Verb – hitpa'el,https://www.pealim.com/dict/8781-lehitpaaneach/,439
לְפַעְפֵּעַ,lefa'apea,פ - ע - פ - ע,Verb,,pi'el,,,,"to sizzle, to bubble up; to infiltrate, to seep into",Verb – pi'el,https://www.pealim.com/dict/1664-lefaapea/,439
פַּעַר,pa'ar,פ - ע - ר,Noun,masculine,,ketel,,,"gap, rift, disparity","Noun – ketel pattern, masculine",https://www.pealim.com/dict/5675-paar/,440
לִפְעוֹר,lif'or,פ - ע - ר,Verb,,pa'al,,,,"to open wide (mouth, eyes)",Verb – pa'al,https://www.pealim.com/dict/1665-lifor/,440
לְהִיפָּעֵר,lehipa'er,פ - ע - ר,Verb,,nif'al,,,,to be opened wide (of mouth),Verb – nif'al,https://www.pealim.com/dict/1666-lehipaer/,440
לְהִתְפַּצֵּחַ,lehitpatzeach,פ - צ - ח,Verb,,hitpa'el,,,,"to crack, to be cracked open",Verb – hitpa'el,https://www.pealim.com/dict/8553-lehitpatzeach/,440
לְפַצֵּחַ,lefatzeach,פ - צ - ח,Verb,,pi'el,,,,"to crack (a nut, etc.); to crack, to solve (a puzzle)",Verb – pi'el,https://www.pealim.com/dict/1669-lefatzeach/,440
פִּיצּוּחַ,pitzuach,פ - צ - ח,Noun,masculine,,kittul,,,"cracking (nuts, seeds); solving (a riddle, problem)","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7743-pitzuach/,440
לִפְצוֹת,liftzot,פ - צ - ה,Verb,,pa'al,,,,to open one's mouth (to speak),Verb – pa'al,https://www.pealim.com/dict/1667-liftzot/,440
פִּיצּוּי,pitzuy,פ - צ - ה,Noun,masculine,,kittul,,,"compensation, reimbursement","Noun – kittul pattern, masculine",https://www.pealim.com/dict/2992-pitzuy/,440
לְפַצּוֹת,lefatzot,פ - צ - ה,Verb,,pi'el,,,,to compensate (losses),Verb – pi'el,https://www.pealim.com/dict/1668-lefatzot/,440
פִּיצּוּל,pitzul,פ - צ - ל,Noun,masculine,,kittul,,,"splitting, split, fragmentation","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7714-pitzul/,440
לְפַצֵּל,lefatzel,פ - צ - ל,Verb,,pi'el,,,,"to split, to divide something",Verb – pi'el,https://www.pealim.com/dict/1670-lefatzel/,440
לְהִתְפַּצֵּל,lehitpatzel,פ - צ - ל,Verb,,hitpa'el,,,,"to be split, to branch out",Verb – hitpa'el,https://www.pealim.com/dict/1671-lehitpatzel/,440
לִפְצוֹעַ,liftzoa,פ - צ - ע,Verb,,pa'al,,,,"to wound, to injure; to hurt (feelings)",Verb – pa'al,https://www.pealim.com/dict/1672-liftzoa/,440
פָּצוּעַ,patzua,פ - צ - ע,Adjective,,,katul,,,"wounded, injured",Adjective – katul pattern,https://www.pealim.com/dict/4660-patzua/,440
פֶּצַע,petza,פ - צ - ע,Noun,masculine,,ketel,,,"wound, injury","Noun – ketel pattern, masculine",https://www.pealim.com/dict/8669-petza/,440
לְהִיפָּצֵעַ,lehipatzea,פ - צ - ע,Verb,,nif'al,,,,"to be injured, to be wounded, to be hurt",Verb – nif'al,https://www.pealim.com/dict/2586-lehipatzea/,441
לְהַפְצִיעַ,lehaftzia,פ - צ - ע,Verb,,hif'il,,,,"to pierce, to break through (of light, through darkness, clouds, etc.) (lit.)",Verb – hif'il,https://www.pealim.com/dict/1673-lehaftzia/,441
פְּצִיעָה,ptzi'a,פ - צ - ע,Noun,feminine,,ktila,,,"wound, injury","Noun – ktila pattern, feminine",https://www.pealim.com/dict/6434-ptzia/,441
לְהִתְפַּצְפֵּץ,lehitpatzpetz,פ - צ - פ - ץ,Verb,,hitpa'el,,,,to crackle; to crack,Verb – hitpa'el,https://www.pealim.com/dict/4541-lehitpatzpetz/,441
לְפַצְפֵּץ,lefatzpetz,פ - צ - פ - ץ,Verb,,pi'el,,,,"to shatter, to smash",Verb – pi'el,https://www.pealim.com/dict/4540-lefatzpetz/,441
פִּיצּוּץ,pitzutz,פ - צ - ץ,Noun,masculine,,kittul,,,explosion,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/7245-pitzutz/,441
לְפוֹצֵץ,lefotzetz,פ - צ - ץ,Verb,,pi'el,,,,"to blow up, to shatter, to smash",Verb – pi'el,https://www.pealim.com/dict/1674-lefotzetz/,441
פְּצָצָה,ptzatza,פ - צ - ץ,Noun,feminine,,ktala,,,bomb,"Noun – ktala pattern, feminine",https://www.pealim.com/dict/2856-ptzatza/,441
לְהַפְצִיץ,lehaftzitz,פ - צ - ץ,Verb,,hif'il,,,,"to bomb, to airbomb",Verb – hif'il,https://www.pealim.com/dict/3539-lehaftzitz/,441
לְהִתְפּוֹצֵץ,lehitpotzetz,פ - צ - ץ,Verb,,hitpa'el,,,,"to explode, to be blown up",Verb – hitpa'el,https://www.pealim.com/dict/1675-lehitpotzetz/,441
לִפְצוֹר,liftzor,פ - צ - ר,Verb,,pa'al,,,,to smooth (with a file),Verb – pa'al,https://www.pealim.com/dict/8278-liftzor/,441
לְהַפְצִיר,lehaftzir,פ - צ - ר,Verb,,hif'il,,,,"to plead, to implore",Verb – hif'il,https://www.pealim.com/dict/1676-lehaftzir/,441
פְּקִידוּת,pkidut,פ - ק - ד,Noun,feminine,,,,,"office work; office workers, clerks (as a class)",Noun – feminine,https://www.pealim.com/dict/7147-pkidut/,441
לִפְקוֹד,lifkod,פ - ק - ד,Verb,,pa'al,,,,"to command, to direct, to order; to visit; to remember; to count",Verb – pa'al,https://www.pealim.com/dict/1677-lifkod/,441
פְּקוּדָּה,pkuda,פ - ק - ד,Noun,feminine,,ktulla,,,"order, command","Noun – ktulla pattern, feminine",https://www.pealim.com/dict/2865-pkuda/,441
תַּפְקִיד,tafkid,פ - ק - ד,Noun,masculine,,taktil,,,"role, duty, task","Noun – taktil pattern, masculine",https://www.pealim.com/dict/3614-tafkid/,442
פִּיקָּדוֹן,pikadon,פ - ק - ד,Noun,masculine,,kittalon,,,"deposit; surety, pledge","Noun – kittalon pattern, masculine",https://www.pealim.com/dict/7816-pikadon/,442
לְהִיפָּקֵד,lehipaked,פ - ק - ד,Verb,,nif'al,,,,"to be counted, to be accounted for; to be missing (of a soldier)",Verb – nif'al,https://www.pealim.com/dict/1678-lehipaked/,442
לְפַקֵּד,lefaked,פ - ק - ד,Verb,,pi'el,,,,"to command, to be in charge (military)",Verb – pi'el,https://www.pealim.com/dict/1679-lefaked/,442
לְהַפְקִיד,lehafkid,פ - ק - ד,Verb,,hif'il,,,,"to deposit, to check (baggage); to appoint",Verb – hif'il,https://www.pealim.com/dict/1680-lehafkid/,442
לְהִתְפַּקֵּד,lehitpaked,פ - ק - ד,Verb,,hitpa'el,,,,"to be counted, surveyed (in a census); to count off (army)",Verb – hitpa'el,https://www.pealim.com/dict/1681-lehitpaked/,442
פָּקִיד,pakid,פ - ק - ד,Noun,masculine,,katil,,,"clerk, official","Noun – katil pattern, masculine",https://www.pealim.com/dict/6829-pakid/,442
מִפְקָד,mifkad,פ - ק - ד,Noun,masculine,,miktal,,,"census; assembly, parade","Noun – miktal pattern, masculine",https://www.pealim.com/dict/6862-mifkad/,442
פָקוּלְטָה,fakulta,-,Noun,feminine,,,,,"faculty, department",Noun – feminine,https://www.pealim.com/dict/6576-fakulta/,442
פִּיקּוּחַ,pikuach,פ - ק - ח,Noun,masculine,,kittul,,,supervision,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/4468-pikuach/,442
לִפְקוֹחַ,lifkoach,פ - ק - ח,Verb,,pa'al,,,,to open (eyes),Verb – pa'al,https://www.pealim.com/dict/1682-lifkoach/,442
לְפַקֵּחַ,lefakeach,פ - ק - ח,Verb,,pi'el,,,,"to inspect, to oversee",Verb – pi'el,https://www.pealim.com/dict/1684-lefakeach/,442
